Name,BatchKeyPath,Description,BatchValueName,DisplayName,StartMode,ServiceType,NameKeyLastWrite,ParametersKeyLastWrite,Group,ImagePath,ServiceDLL,RequiredPrivileges
P9Rdr,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\drivers\p9rdr.sys,-101",None,"@%SystemRoot%\System32\drivers\p9rdr.sys,-100",Manual,KernelDriver,2022-05-07 05:25:13.7184049,,,System32\drivers\p9rdr.sys,,
P9RdrService,ROOT\ControlSet001\Services,"@%systemroot%\system32\p9rdrservice.dll,-101",None,"@%systemroot%\system32\p9rdrservice.dll,-102",Manual,96,2022-05-07 05:26:02.7999142,2022-05-07 05:25:13.7184049,,%systemroot%\system32\svchost.exe -k P9RdrService -p,%SystemRoot%\system32\p9rdrservice.dll,
P9RdrService_37c06,ROOT\ControlSet001\Services,"@%systemroot%\system32\p9rdrservice.dll,-101",None,P9RdrService_37c06,Manual,224,2025-03-10 04:54:24.2883033,,,C:\Windows\system32\svchost.exe -k P9RdrService -p,,
Parport,ROOT\ControlSet001\Services,,None,"@msports.inf,%Parport.SVCDESC%;Parallel port driver",Manual,KernelDriver,2022-05-07 05:24:24.4965048,,Parallel arbitrator,\SystemRoot\System32\drivers\parport.sys,,
partmgr,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\partmgr.sys,-101",None,"@%SystemRoot%\system32\drivers\partmgr.sys,-100",Boot,KernelDriver,2025-03-10 04:54:19.9055122,2022-05-07 05:25:13.7184049,Boot Bus Extender,System32\drivers\partmgr.sys,,
PcaSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\pcasvc.dll,-2",None,"@%SystemRoot%\system32\pcasvc.dll,-1",Automatic,Win32ShareProcess,2025-02-04 08:26:47.4253680,2022-05-07 05:25:13.7184049,,%systemroot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p,%SystemRoot%\System32\pcasvc.dll,SeDebugPrivilege SeBackupPrivilege SeRestorePrivilege SeTcbPrivilege SeAssignPrimaryTokenPrivilege
pci,ROOT\ControlSet001\Services,,None,"@pci.inf,%pci_svcdesc%;PCI Bus Driver",Boot,KernelDriver,2025-03-10 04:54:16.4062861,2025-03-09 06:15:17.3096015,Boot Bus Extender,System32\drivers\pci.sys,,
pciide,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-03-09 06:15:49.0229709,,System Bus Extender,System32\drivers\pciide.sys,,
pcmcia,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,,System Bus Extender,System32\drivers\pcmcia.sys,,
pcw,ROOT\ControlSet001\Services,,None,Performance Counters for Windows Driver,Boot,KernelDriver,2022-05-07 05:25:13.7184049,,System Reserved,System32\drivers\pcw.sys,,
pdc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\pdc.sys,-101",None,"@%SystemRoot%\system32\drivers\pdc.sys,-100",Boot,KernelDriver,2022-05-07 05:25:13.7184049,,Boot Bus Extender,system32\drivers\pdc.sys,,
PEAUTH,ROOT\ControlSet001\Services,,None,PEAUTH,Automatic,KernelDriver,2025-02-05 00:09:01.9366250,2025-02-05 00:09:01.9366250,,system32\drivers\peauth.sys,,
PeerDistSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\peerdistsvc.dll,-9001",None,"@%SystemRoot%\system32\peerdistsvc.dll,-9000",Manual,Win32ShareProcess,2022-05-07 07:39:43.6562287,2022-05-07 07:39:43.6562287,,%SystemRoot%\System32\svchost.exe -k PeerDist,%SystemRoot%\system32\peerdistsvc.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege SeAuditPrivilege
PenService,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\PenService.dll,-101",None,"@%SystemRoot%\system32\PenService.dll,-100",Manual,96,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.7184049,,%SystemRoot%\system32\svchost.exe -k PenService,%SystemRoot%\System32\PenService.dll,
PenService_37c06,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\PenService.dll,-101",None,PenService_37c06,Manual,224,2025-03-10 04:54:24.2883033,,,C:\Windows\system32\svchost.exe -k PenService,,
perceptionsimulation,ROOT\ControlSet001\Services,"@%systemroot%\system32\PerceptionSimulation\PerceptionSimulationService.exe,-102",None,"@%systemroot%\system32\PerceptionSimulation\PerceptionSimulationService.exe,-101",Manual,Win32OwnProcess,2022-05-07 05:25:13.7184049,,,%systemroot%\system32\PerceptionSimulation\PerceptionSimulationService.exe,,
percsas2i,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:20.0898006,SCSI Miniport,System32\drivers\percsas2i.sys,,
percsas3i,ROOT\ControlSet001\Services,,None,,Boot,KernelDriver,2025-02-05 00:08:53.9876629,2022-05-07 05:24:20.1835690,SCSI Miniport,System32\drivers\percsas3i.sys,,
PerfDisk,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.7184049,,,,,
PerfHost,ROOT\ControlSet001\Services,"@%systemroot%\SysWow64\perfhost.exe,-1",None,"@%systemroot%\sysWow64\perfhost.exe,-2",Manual,Win32OwnProcess,2022-05-07 05:25:13.7184049,,,%SystemRoot%\SysWow64\perfhost.exe,,SeImpersonatePrivilege
PerfNet,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.7184049,,,,,
PerfOS,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.7027859,,,,,
PerfProc,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.7027859,,,,,
PhoneSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\PhoneserviceRes.dll,-10001",None,"@%SystemRoot%\system32\PhoneserviceRes.dll,-10000",Manual,Win32ShareProcess,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.7027859,,%SystemRoot%\system32\svchost.exe -k LocalService -p,%SystemRoot%\System32\PhoneService.dll,SeCreateGlobalPrivilege SeImpersonatePrivilege
PimIndexMaintenanceSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\UserDataAccessRes.dll,-15000",None,"@%SystemRoot%\system32\UserDataAccessRes.dll,-15001",Manual,96,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup,%SystemRoot%\System32\PimIndexMaintenance.dll,SeCreateGlobalPrivilege
PimIndexMaintenanceSvc_37c06,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\UserDataAccessRes.dll,-15000",None,Contact Data_37c06,Manual,224,2025-03-10 04:54:24.2933828,,,C:\Windows\system32\svchost.exe -k UnistackSvcGroup,,
PktMon,ROOT\ControlSet001\Services,,None,Packet Monitor Driver,Manual,KernelDriver,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,system32\drivers\PktMon.sys,,
pla,ROOT\ControlSet001\Services,"@%systemroot%\system32\pla.dll,-501",None,"@%systemroot%\system32\pla.dll,-500",Manual,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,%SystemRoot%\System32\svchost.exe -k LocalServiceNoNetwork -p,%systemroot%\system32\pla.dll,SeImpersonatePrivilege
PlugPlay,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\umpnpmgr.dll,-101",None,"@%SystemRoot%\system32\umpnpmgr.dll,-200",Manual,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,PlugPlay,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,%SystemRoot%\system32\umpnpmgr.dll,
pmem,ROOT\ControlSet001\Services,,None,"@pmem.inf,%pmem.SvcDesc%;Microsoft persistent memory disk driver",Boot,KernelDriver,2025-03-09 06:15:49.0229709,,,System32\drivers\pmem.sys,,
PNPMEM,ROOT\ControlSet001\Services,,None,"@memory.inf,%PNPMEM.SvcDesc%;Microsoft Memory Module Driver",Manual,KernelDriver,2022-05-07 05:24:15.4988987,,,\SystemRoot\System32\drivers\pnpmem.sys,,
PNRPAutoReg,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\pnrpauto.dll,-8003",None,"@%SystemRoot%\system32\pnrpauto.dll,-8002",Manual,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,%SystemRoot%\system32\pnrpauto.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
PNRPsvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\pnrpsvc.dll,-8001",None,"@%SystemRoot%\system32\pnrpsvc.dll,-8000",Manual,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,%SystemRoot%\System32\svchost.exe -k LocalServicePeerNet,%SystemRoot%\system32\pnrpsvc.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
PolicyAgent,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\polstore.dll,-5011",None,"@%SystemRoot%\System32\polstore.dll,-5010",Manual,Win32ShareProcess,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.7027859,,%SystemRoot%\system32\svchost.exe -k NetworkServiceNetworkRestricted -p,%SystemRoot%\System32\ipsecsvc.dll,SeAuditPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
portcfg,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 05:25:13.7027859,,PnP Filter,\SystemRoot\System32\drivers\portcfg.sys,,
PortProxy,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.4996528,,,,,
Power,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\umpo.dll,-101",None,"@%SystemRoot%\system32\umpo.dll,-100",Automatic,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,Plugplay,%SystemRoot%\system32\svchost.exe -k DcomLaunch -p,%SystemRoot%\system32\umpo.dll,SeTcbPrivilege SeSecurityPrivilege SeAssignPrimaryTokenPrivilege SeTakeOwnershipPrivilege SeLoadDriverPrivilege SeBackupPrivilege SeRestorePrivilege SeImpersonatePrivilege SeAuditPrivilege SeChangeNotifyPrivilege SeUndockPrivilege SeDebugPrivilege SeSystemEnvironmentPrivilege
PptpMiniport,ROOT\ControlSet001\Services,"@%systemroot%\system32\mprmsg.dll,-32006",None,"@%systemroot%\system32\mprmsg.dll,-32006",Manual,KernelDriver,2025-03-10 04:59:47.3937494,,,\SystemRoot\System32\drivers\raspptp.sys,,
PrintNotify,ROOT\ControlSet001\Services,"@C:\Windows\system32\spool\drivers\x64\3\PrintConfig.dll,-2",None,"@C:\Windows\system32\spool\drivers\x64\3\PrintConfig.dll,-1",Manual,"Win32ShareProcess, InteractiveProcess",2025-02-04 08:11:41.3173601,2025-02-04 08:11:41.3173601,,%SystemRoot%\system32\svchost.exe -k print,C:\Windows\system32\spool\drivers\x64\3\PrintConfig.dll,
PrintWorkflowUserSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\PrintWorkflowService.dll,-101",None,"@%SystemRoot%\system32\PrintWorkflowService.dll,-100",Manual,96,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.7027859,,%SystemRoot%\system32\svchost.exe -k PrintWorkflow,%SystemRoot%\System32\PrintWorkflowService.dll,
PrintWorkflowUserSvc_37c06,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\PrintWorkflowService.dll,-101",None,PrintWorkflow_37c06,Manual,224,2025-03-10 04:54:24.2933828,,,C:\Windows\system32\svchost.exe -k PrintWorkflow,,
PRM,ROOT\ControlSet001\Services,,None,"@prm.inf,%PRM.SvcDesc%;Microsoft PRM Driver",Boot,KernelDriver,2025-02-05 00:08:49.5522593,2025-02-05 00:08:49.5522593,,System32\DriverStore\FileRepository\prm.inf_amd64_de435dc5c75d64a5\PRM.sys,,
Processor,ROOT\ControlSet001\Services,,None,"@cpu.inf,%Processor.SvcDesc%;Processor Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Extended Base,\SystemRoot\System32\drivers\processr.sys,,
ProfSvc,ROOT\ControlSet001\Services,"@%systemroot%\system32\profsvc.dll,-301",None,"@%systemroot%\system32\profsvc.dll,-300",Automatic,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,profsvc_group,%systemroot%\system32\svchost.exe -k UserProfileService -p,%systemroot%\system32\profsvc.dll,SeBackupPrivilege SeRestorePrivilege SeTakeOwnershipPrivilege SeDebugPrivilege SeImpersonatePrivilege SeAssignPrimaryTokenPrivilege
Psched,ROOT\ControlSet001\Services,"@%windir%\System32\drivers\pacer.sys,-101",None,"@%windir%\System32\drivers\pacer.sys,-101",System,KernelDriver,2025-02-05 00:08:54.1468514,2025-02-04 08:16:01.7925878,NDIS,System32\drivers\pacer.sys,,
PushToInstall,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\pushtoinstall.dll,-201",None,"@%SystemRoot%\system32\pushtoinstall.dll,-200",Manual,Win32ShareProcess,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.7027859,,%SystemRoot%\System32\svchost.exe -k netsvcs -p,%SystemRoot%\system32\PushToInstall.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeTcbPrivilege
pvscsi,ROOT\ControlSet001\Services,,None,"@pvscsii.inf,%pvscsi.DiskName%;pvscsi Storage Controller Driver",Boot,KernelDriver,2025-02-04 08:36:55.4693763,2022-05-07 05:24:20.2460604,SCSI Miniport,System32\drivers\pvscsii.sys,,
QWAVE,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\qwave.dll,-2",None,"@%SystemRoot%\system32\qwave.dll,-1",Manual,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,%windir%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p,%windir%\system32\qwave.dll,SeChangeNotifyPrivilege
QWAVEdrv,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\drivers\qwavedrv.sys,-2",None,"@%SystemRoot%\system32\drivers\qwavedrv.sys,-1",Manual,KernelDriver,2022-05-07 05:25:13.7027859,,,\SystemRoot\system32\drivers\qwavedrv.sys,,
Ramdisk,ROOT\ControlSet001\Services,,None,Windows RAM Disk Driver,Boot,KernelDriver,2025-02-05 00:08:53.9876629,,,system32\DRIVERS\ramdisk.sys,,
RasAcd,ROOT\ControlSet001\Services,Remote Access Auto Connection Driver,None,Remote Access Auto Connection Driver,Manual,KernelDriver,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,Streams Drivers,System32\DRIVERS\rasacd.sys,,
RasAgileVpn,ROOT\ControlSet001\Services,"@netavpna.inf,%Svc-Mp-AgileVpn-DispName%;WAN Miniport (IKEv2)",None,"@netavpna.inf,%Svc-Mp-AgileVpn-DispName%;WAN Miniport (IKEv2)",Manual,KernelDriver,2025-03-10 04:59:47.3752785,,,\SystemRoot\System32\drivers\AgileVpn.sys,,
RasAuto,ROOT\ControlSet001\Services,"@%Systemroot%\system32\rasauto.dll,-201",None,"@%Systemroot%\system32\rasauto.dll,-200",Manual,Win32ShareProcess,2022-05-07 05:25:13.7027859,2022-05-07 05:25:13.7027859,,%SystemRoot%\System32\svchost.exe -k netsvcs -p,%SystemRoot%\System32\rasauto.dll,SeImpersonatePrivilege SeTcbPrivilege SeIncreaseQuotaPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeAssignPrimaryTokenPrivilege
Rasl2tp,ROOT\ControlSet001\Services,"@%systemroot%\system32\mprmsg.dll,-32005",None,"@%systemroot%\system32\mprmsg.dll,-32005",Manual,KernelDriver,2025-03-10 04:59:47.3776274,,,\SystemRoot\System32\drivers\rasl2tp.sys,,
RasMan,ROOT\ControlSet001\Services,"@%Systemroot%\system32\rasmans.dll,-201",None,"@%Systemroot%\system32\rasmans.dll,-200",Manual,Win32ShareProcess,2022-05-07 05:25:13.6871602,2025-02-04 08:16:01.4019981,,%SystemRoot%\System32\svchost.exe -k netsvcs,%SystemRoot%\System32\rasmans.dll,SeImpersonatePrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeAssignPrimaryTokenPrivilege SeLoadDriverPrivilege
RasPppoe,ROOT\ControlSet001\Services,"@%systemroot%\system32\mprmsg.dll,-32007",None,"@%systemroot%\system32\mprmsg.dll,-32007",Manual,KernelDriver,2025-03-10 04:59:47.4094096,,,System32\DRIVERS\raspppoe.sys,,
RasSstp,ROOT\ControlSet001\Services,"@%systemroot%\system32\sstpsvc.dll,-202",None,"@%systemroot%\system32\sstpsvc.dll,-202",Manual,KernelDriver,2025-03-10 04:59:46.3258458,,,\SystemRoot\System32\drivers\rassstp.sys,,
rdbss,ROOT\ControlSet001\Services,"@%systemroot%\system32\wkssvc.dll,-1001",None,"@%systemroot%\system32\wkssvc.dll,-1000",System,FileSystemDriver,2022-05-07 05:25:13.6871602,,Network,system32\DRIVERS\rdbss.sys,,
RDMANDK,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2025-02-05 00:08:54.1468514,,,,,
rdpbus,ROOT\ControlSet001\Services,,None,"@rdpbus.inf,%rdpbus_svcdesc%;Remote Desktop Device Redirector Bus Driver",Manual,KernelDriver,2025-03-10 04:54:15.9843377,,,\SystemRoot\System32\drivers\rdpbus.sys,,
RDPDR,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\DRIVERS\rdpdr.sys,-101",None,"@%SystemRoot%\System32\DRIVERS\rdpdr.sys,-100",Manual,KernelDriver,2022-05-07 05:25:13.6871602,,,System32\drivers\rdpdr.sys,,
RDPNP,ROOT\ControlSet001\Services,"@%systemroot%\system32\drprov.dll,-101",None,"@%systemroot%\system32\drprov.dll,-100",Disabled,Adapter,2022-05-07 05:25:13.6871602,,,,,
RDPUDD,ROOT\ControlSet001\Services,,None,,Disabled,Adapter,2022-05-07 05:25:13.6871602,,,,,
RdpVideoMiniport,ROOT\ControlSet001\Services,,None,Remote Desktop Video Miniport Driver,Manual,KernelDriver,2022-05-07 05:25:13.6871602,,,System32\drivers\rdpvideominiport.sys,,
rdyboost,ROOT\ControlSet001\Services,ReadyBoost,None,ReadyBoost,Boot,KernelDriver,2025-02-05 00:09:41.4889807,2022-05-07 05:25:13.6871602,PnP Filter,System32\drivers\rdyboost.sys,,
ReFS,ROOT\ControlSet001\Services,,None,,Manual,FileSystemDriver,2022-05-07 05:25:13.6871602,,Boot File System,,,
ReFSv1,ROOT\ControlSet001\Services,,None,,Manual,FileSystemDriver,2022-05-07 05:25:13.6871602,,Boot File System,,,
RemoteAccess,ROOT\ControlSet001\Services,"@%Systemroot%\system32\mprdim.dll,-201",None,"@%Systemroot%\system32\mprdim.dll,-200",Disabled,Win32ShareProcess,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6871602,,%SystemRoot%\System32\svchost.exe -k netsvcs,%SystemRoot%\System32\mprdim.dll,SeChangeNotifyPrivilege SeLoadDriverPrivilege SeImpersonatePrivilege SeAuditPrivilege SeTcbPrivilege
RemoteRegistry,ROOT\ControlSet001\Services,"@regsvc.dll,-2",None,"@regsvc.dll,-1",Disabled,Win32ShareProcess,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.6715350,,%SystemRoot%\system32\svchost.exe -k localService -p,%SystemRoot%\system32\regsvc.dll,SeCreateGlobalPrivilege SeImpersonatePrivilege
RetailDemo,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\RDXService.dll,-257",None,"@%SystemRoot%\System32\RDXService.dll,-256",Manual,Win32ShareProcess,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6715350,,%SystemRoot%\System32\svchost.exe -k rdxgroup,%SystemRoot%\system32\RDXService.dll,SeImpersonatePrivilege SeTcbPrivilege SeBackupPrivilege SeRestorePrivilege SeProfileSingleProcessPrivilege SeShutdownPrivilege SeSystemEnvironmentPrivilege
RFCOMM,ROOT\ControlSet001\Services,"@tdibth.inf,%RFCOMM.DisplayName%;Bluetooth Device (RFCOMM Protocol TDI)",None,"@tdibth.inf,%RFCOMM.DisplayName%;Bluetooth Device (RFCOMM Protocol TDI)",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2022-05-07 05:28:21.8555211,PNP_TDI,\SystemRoot\System32\drivers\rfcomm.sys,,
rhproxy,ROOT\ControlSet001\Services,,None,"@rhproxy.inf,%rhproxy.SVCDESC%;Resource Hub proxy driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,Extended Base,\SystemRoot\System32\drivers\rhproxy.sys,,
RmSvc,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\RMapi.dll,-1002",None,"@%SystemRoot%\system32\RMapi.dll,-1001",Manual,Win32ShareProcess,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6715350,,%SystemRoot%\System32\svchost.exe -k LocalServiceNetworkRestricted,%SystemRoot%\System32\RMapi.dll,
RoutePolicy,ROOT\ControlSet001\Services,,None,"@routepolicy.inf,%RoutePolicy.SvcDesc%;Microsoft Route Policy Service",Manual,KernelDriver,2025-03-09 06:15:17.3096015,,,\SystemRoot\System32\drivers\RoutePolicy.sys,,
RpcEptMapper,ROOT\ControlSet001\Services,"@%windir%\system32\RpcEpMap.dll,-1002",None,"@%windir%\system32\RpcEpMap.dll,-1001",Automatic,Win32ShareProcess,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6715350,COM Infrastructure,%SystemRoot%\system32\svchost.exe -k RPCSS -p,%SystemRoot%\System32\RpcEpMap.dll,SeChangeNotifyPrivilege SeImpersonatePrivilege SeCreateGlobalPrivilege
RpcLocator,ROOT\ControlSet001\Services,"@%systemroot%\system32\Locator.exe,-3",None,"@%systemroot%\system32\Locator.exe,-2",Manual,Win32OwnProcess,2022-05-07 05:25:13.6715350,,,%SystemRoot%\system32\locator.exe,,SeChangeNotifyPrivilege
RpcSs,ROOT\ControlSet001\Services,"@combase.dll,-5011",None,"@combase.dll,-5010",Automatic,Win32ShareProcess,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6715350,COM Infrastructure,%SystemRoot%\system32\svchost.exe -k rpcss -p,%SystemRoot%\system32\rpcss.dll,SeChangeNotifyPrivilege SeCreateGlobalPrivilege SeImpersonatePrivilege
rspndr,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\lltdres.dll,-5",None,"@%SystemRoot%\system32\lltdres.dll,-5",Automatic,KernelDriver,2025-02-05 00:09:01.6400706,,NDIS,system32\drivers\rspndr.sys,,
s3cap,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2022-05-07 05:24:31.8564560,2022-05-07 05:24:31.8564560,Video,\SystemRoot\System32\drivers\vms3cap.sys,,
SamSs,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\samsrv.dll,-2",None,"@%SystemRoot%\system32\samsrv.dll,-1",Automatic,Win32ShareProcess,2022-05-07 05:25:13.6715350,,MS_WindowsLocalValidation,%SystemRoot%\system32\lsass.exe,,
sbp2port,ROOT\ControlSet001\Services,,None,"@sbp2.inf,%sbp2_ServiceDesc%;SBP-2 Transport/Protocol Bus Driver",Boot,KernelDriver,2025-03-09 06:15:49.0229709,,,System32\drivers\sbp2port.sys,,
SCardSvr,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\SCardSvr.dll,-5",None,"@%SystemRoot%\System32\SCardSvr.dll,-1",Manual,Win32ShareProcess,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.6715350,SmartCardGroup,%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation,%SystemRoot%\System32\SCardSvr.dll,SeCreateGlobalPrivilege SeChangeNotifyPrivilege
ScDeviceEnum,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\ScDeviceEnum.dll,-101",None,"@%SystemRoot%\System32\ScDeviceEnum.dll,-100",Manual,Win32ShareProcess,2022-05-07 05:26:02.7842801,2022-05-07 05:25:13.6715350,,%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted,%SystemRoot%\System32\ScDeviceEnum.dll,SeCreateGlobalPrivilege SeTcbPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeTakeOwnershipPrivilege SeSecurityPrivilege
scfilter,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\drivers\scfilter.sys,-12",None,"@%SystemRoot%\System32\drivers\scfilter.sys,-11",Manual,KernelDriver,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6715350,PnP Filter,System32\DRIVERS\scfilter.sys,,
Schedule,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\schedsvc.dll,-101",None,"@%SystemRoot%\system32\schedsvc.dll,-100",Automatic,Win32ShareProcess,2025-02-05 00:09:02.9068589,2022-05-07 05:25:13.6715350,SchedulerGroup,%systemroot%\system32\svchost.exe -k netsvcs -p,%systemroot%\system32\schedsvc.dll,SeIncreaseQuotaPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege SeAssignPrimaryTokenPrivilege SeTcbPrivilege SeRestorePrivilege SeBackupPrivilege SeSecurityPrivilege SeTakeOwnershipPrivilege SeLoadDriverPrivilege SeSystemProfilePrivilege SeSystemTimePrivilege SeProfileSingleProcessPrivilege SeIncreaseBasePriorityPrivilege SeCreatePageFilePrivilege SeCreatePermanentPrivilege SeShutdownPrivilege SeDebugPrivilege SeAuditPrivilege SeSystemEnvironmentPrivilege SeUndockPrivilege SeManageVolumePrivilege SeIncreaseWorkingSetPrivilege SeTimeZonePrivilege SeCreateSymbolicLinkPrivilege SeLockMemoryPrivilege SeCreateGlobalPrivilege SeDelegateSessionUserImpersonatePrivilege
scmbus,ROOT\ControlSet001\Services,,None,"@scmbus.inf,%scmbus.SvcDesc%;Microsoft Storage Class Memory Bus Driver",Boot,KernelDriver,2025-03-09 06:15:49.0229709,,,System32\drivers\scmbus.sys,,
SCPolicySvc,ROOT\ControlSet001\Services,"@%SystemRoot%\System32\certprop.dll,-14",None,"@%SystemRoot%\System32\certprop.dll,-13",Manual,Win32ShareProcess,2022-05-07 05:25:13.6715350,2022-05-07 05:25:13.6715350,,%SystemRoot%\system32\svchost.exe -k netsvcs,%SystemRoot%\System32\certprop.dll,SeCreateGlobalPrivilege SeTcbPrivilege SeChangeNotifyPrivilege SeImpersonatePrivilege
sdbus,ROOT\ControlSet001\Services,,None,,Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,System Bus Extender,\SystemRoot\System32\drivers\sdbus.sys,,
SDFRd,ROOT\ControlSet001\Services,,None,"@SDFRd.inf,%SDFRd.ServiceDesc%;SDF Reflector",Manual,KernelDriver,2022-05-07 05:24:15.5740506,2022-05-07 05:24:15.5740506,,\SystemRoot\System32\drivers\SDFRd.sys,,
SDRSVC,ROOT\ControlSet001\Services,"@%SystemRoot%\system32\sdrsvc.dll,-102",None,"@%SystemRoot%\system32\sdrsvc.dll,-107",Manual,Win32OwnProcess,2022-05-07 05:25:13.6559033,2022-05-07 05:25:13.6559033,,%SystemRoot%\system32\svchost.exe -k SDRSVC,%Systemroot%\System32\SDRSVC.dll,SeBackupPrivilege SeRestorePrivilege SeSecurityPrivilege SeTakeOwnershipPrivilege SeCreateSymbolicLinkPrivilege SeAssignPrimaryTokenPrivilege SeIncreaseQuotaPrivilege SeTcbPrivilege SeSystemEnvironmentPrivilege
sdstor,ROOT\ControlSet001\Services,,None,"@sdstor.inf,%sdstor_ServiceDesc%;SD Storage Port Driver",Manual,KernelDriver,2025-03-09 06:15:17.3096015,2025-03-09 06:15:17.3096015,,\SystemRoot\System32\drivers\sdstor.sys,,
