LastWriteTimestamp,BatchKeyPath,Guid,BatchValueName,Provider,Enabled,EnabledProperty
11/21/2010 3:46:56 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6e400999-5b82-475f-b800-cef6fe361539},{6e400999-5b82-475f-b800-cef6fe361539},Provider,Microsoft-Windows-TerminalServices-ClientUSBDevices,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{6eb8db94-fe96-443f-a366-5fe0cee7fb1c},{6eb8db94-fe96-443f-a366-5fe0cee7fb1c},Provider,Microsoft-Windows-EapHost,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{712abb2d-d806-4b42-9682-26da01d8b307},{712abb2d-d806-4b42-9682-26da01d8b307},Provider,Microsoft-Windows-Video-For-Windows,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{72d211e1-4c54-4a93-9520-4901681b2271},{72d211e1-4c54-4a93-9520-4901681b2271},Provider,Microsoft-Windows-PerfProc,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{73370bd6-85e5-430b-b60a-fea1285808a7},{73370bd6-85e5-430b-b60a-fea1285808a7},Provider,Microsoft-Windows-CertificateServicesClient,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{741fc222-44ed-4ba7-98e3-f405b2d2c4b4},{741fc222-44ed-4ba7-98e3-f405b2d2c4b4},Provider,Microsoft-Windows-DateTimeControlPanel,1,1
11/21/2010 3:46:56 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{747ef6fd-e535-4d16-b510-42c90f6873a1},{747ef6fd-e535-4d16-b510-42c90f6873a1},Provider,Microsoft-Windows-PrintService,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-0870-49e5-bdce-9d7028279489},{75ebc33e-0870-49e5-bdce-9d7028279489},Provider,Microsoft-Windows-SetupUGC,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-0936-4a55-9d26-5f298f3180bf},{75ebc33e-0936-4a55-9d26-5f298f3180bf},Provider,Microsoft-Windows-Audit,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-0cc6-49da-8cd9-8903a5222aa0},{75ebc33e-0cc6-49da-8cd9-8903a5222aa0},Provider,Microsoft-Windows-CmiSetup,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-77b8-4ba8-9474-4f4a9db2f5c6},{75ebc33e-77b8-4ba8-9474-4f4a9db2f5c6},Provider,Microsoft-Windows-Sysprep,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-8670-4eb6-b535-3b9d6bb222fd},{75ebc33e-8670-4eb6-b535-3b9d6bb222fd},Provider,Microsoft-Windows-OobeLdr,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-997f-49cf-b49f-ecc50184b75d},{75ebc33e-997f-49cf-b49f-ecc50184b75d},Provider,Microsoft-Windows-Setup,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{75ebc33e-c8ae-4f93-9ca1-683a53e20cb6},{75ebc33e-c8ae-4f93-9ca1-683a53e20cb6},Provider,Microsoft-Windows-Windeploy,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{777ba8fe-2498-4875-933a-3067de883070},{777ba8fe-2498-4875-933a-3067de883070},Provider,Microsoft-Windows-XWizards,1,1
2/5/2025 1:00:46 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{7b7838a3-6562-4269-bb7a-97b0d9593882},{7b7838a3-6562-4269-bb7a-97b0d9593882},Provider,Unmapped GUID: {7b7838a3-6562-4269-bb7a-97b0d9593882},1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{7d29d58a-931a-40ac-8743-48c733045548},{7d29d58a-931a-40ac-8743-48c733045548},Provider,Microsoft-Windows-SoftwareRestrictionPolicies,1,1
7/14/2009 4:49:01 AM +00:00,CMI-CreateHive{2A7FB991-7BBE-4F9D-B91E-7CB51D4737F5}\ControlSet001\Control\WMI\Autologger\EventLog-Application\{7d7b0c39-93f6-4100-bd96-4dda859652c5},{7d7b0c39-93f6-4100-bd96-4dda859652c5},Provider,Microsoft-Windows-Folder Redirection,1,1
