Timestamp,BatchKeyPath,DriveName,BatchValueName,VolumeLabel,DriveType
2025-02-04 08:10:50.4905335,ROOT\Microsoft\Windows Search\VolumeInfoCache\C:,C:,Multiple,,Fixed
