Timestamp,BatchKeyPath,DisplayName,BatchValueName,PackageName,InstallDate,Publisher,Language,InstallLocation,InstallSource,Comments
2025-02-04 08:36:08.6000747,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\27DD5200959A5B540A3AE7EF1BA50805,Microsoft Visual C++ 2022 X64 Additional Runtime - 14.36.32532,Multiple,14.36.32532,20250204,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{0025DD72-A959-45B5-A0A3-7EFEB15A8050}v14.36.32532\packages\vcRuntimeAdditional_amd64\,
2025-02-20 06:54:26.2506956,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\4CEE119E831DE3C49BDE1B4EA90AF2F0,Microsoft .NET Host - 9.0.2 (x64),Multiple,72.8.27978,20250219,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{E911EEC4-D138-4C3E-B9ED-B1E49AA02F0F}v72.8.27978\,
2025-02-04 08:37:03.0640487,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\59EB0706D48BEF04A8DB7CB0955F1A46,VMware Tools,Multiple,12.4.5.23787635,20250204,"VMware, Inc.",1033,C:\Program Files\VMware\VMware Tools\,C:\Program Files\Common Files\VMware\InstallerCache\,"Build "
2025-03-09 12:18:41.5543933,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\84BDDB6DA83948347AEBB2E494131B11,Python Launcher,Multiple,3.7.6386.0,20250309,Python Software Foundation,1033,,C:\ProgramData\Package Cache\{D6BDDB48-938A-4384-A7BE-2B4E4931B111}v3.7.6386.0\,
2025-02-04 08:36:06.5589087,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\BAC95C2C6678DBA48AFE11153AC6145E,Microsoft Visual C++ 2022 X86 Additional Runtime - 14.36.32532,Multiple,14.36.32532,20250204,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{C2C59CAB-8766-4ABD-A8EF-1151A36C41E5}v14.36.32532\packages\vcRuntimeAdditional_x86\,
2025-02-20 07:06:55.1869132,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\E116DF6CEFE7C8840A0E79C490FE4637,Microsoft Update Health Tools,Multiple,5.72.0.0,20250219,Microsoft Corporation,0,,C:\Windows\TEMP\17C8B7B6-5F36-43FF-9149-39FD784951ED\,
2025-02-20 06:54:23.8035805,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\E2299AE0582472942BEC688982A66138,Microsoft .NET Runtime - 9.0.2 (x64),Multiple,72.8.27978,20250219,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{0EA9922E-4285-4927-B2CE-8698286A1683}v72.8.27978\,
2025-02-04 08:36:06.1492638,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\E4E77F3771A55E645ACFA860017427F5,Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.36.32532,Multiple,14.36.32532,20250204,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{73F77E4E-5A17-46E5-A5FC-8A061047725F}v14.36.32532\packages\vcRuntimeMinimum_x86\,
2025-02-20 06:54:25.1142651,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\F077EADAC81C2C74C93A6BA73C876948,Microsoft .NET Host FX Resolver - 9.0.2 (x64),Multiple,72.8.27978,20250219,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{ADAE770F-C18C-47C2-9CA3-B67AC3789684}v72.8.27978\,
2025-02-04 08:36:08.1718330,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\F2E91D5D9817EF24183029DCF14A752C,Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.36.32532,Multiple,14.36.32532,20250204,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{D5D19E2F-7189-42FE-8103-92CD1FA457C2}v14.36.32532\packages\vcRuntimeMinimum_amd64\,
2025-03-10 01:50:13.5117872,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-18\Products\F6A96D8C66E6ECF438E413AB6D93710B,Microsoft Windows Desktop Runtime - 9.0.2 (x64),Multiple,72.8.27988,20250309,Microsoft Corporation,1033,,C:\ProgramData\Package Cache\{C8D69A6F-6E66-4FCE-834E-31BAD63917B0}v72.8.27988\,
2025-03-09 12:26:50.6135049,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-21-3772742331-1108507784-3781162965-1001\Products\0E10CF2AE95012D4FA2D6BA3E7E13FDC,Python 3.7.0 Tcl/Tk Support (64-bit),Multiple,3.7.150.0,20250309,Python Software Foundation,1033,,C:\Users\hans\AppData\Local\Package Cache\{A2FC01E0-059E-4D21-AFD2-B63A7E1EF3CD}v3.7.150.0\,
2025-03-09 12:26:51.0355705,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-21-3772742331-1108507784-3781162965-1001\Products\1997F6A8559164C4C8C0D8C7F60724AF,Python 3.7.0 pip Bootstrap (64-bit),Multiple,3.7.150.0,20250309,Python Software Foundation,1033,,C:\Users\hans\AppData\Local\Package Cache\{8A6F7991-1955-4C46-8C0C-8D7C6F7042FA}v3.7.150.0\,
2025-03-09 12:26:46.7056303,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-21-3772742331-1108507784-3781162965-1001\Products\27E65C7EE08CB3543954AFAE5EBD154A,Python 3.7.0 Documentation (64-bit),Multiple,3.7.150.0,20250309,Python Software Foundation,1033,,C:\Users\hans\AppData\Local\Package Cache\{E7C56E72-C80E-453B-9345-FAEAE5DB51A4}v3.7.150.0\,
2025-03-09 12:26:41.2816787,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-21-3772742331-1108507784-3781162965-1001\Products\7896421699D89A44F85F2E3E5F307BD2,Python 3.7.0 Development Libraries (64-bit),Multiple,3.7.150.0,20250309,Python Software Foundation,1033,,C:\Users\hans\AppData\Local\Package Cache\{61246987-8D99-44A9-8FF5-E2E3F503B72D}v3.7.150.0\,
2025-03-09 12:26:46.4088546,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-21-3772742331-1108507784-3781162965-1001\Products\8536624EB9C10FA4BA7F27EB319640FC,Python 3.7.0 Test Suite (64-bit),Multiple,3.7.150.0,20250309,Python Software Foundation,1033,,C:\Users\hans\AppData\Local\Package Cache\{E4266358-1C9B-4AF0-ABF7-72BE136904CF}v3.7.150.0\,
2025-03-09 12:26:41.5473545,ROOT\Microsoft\Windows\CurrentVersion\Installer\UserData\S-1-5-21-3772742331-1108507784-3781162965-1001\Products\A1797B48F95F7424DA43EB0CC28FF5DB,Python 3.7.0 Executables (64-bit),Multiple,3.7.150.0,20250309,Python Software Foundation,1033,,C:\Users\hans\AppData\Local\Package Cache\{84B7971A-F59F-4247-AD34-BEC02CF85FBD}v3.7.150.0\,
