CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2025-03-10 06:21:12.3724768,C:\Windows\System32\config\SAM.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM.LOG,1024,BFCC8766A5FBDBE6C6586971F47051983E8292A4,False,2009-07-14 07:07:31.0256250,2011-04-12 08:32:10.6432525,2011-04-12 08:32:10.6276261,00:00:00
2025-03-10 06:21:12.4348769,C:\Windows\System32\config\SECURITY.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SECURITY.LOG,1024,1DDC18155ADEEBDA3A9E14F29245E5611D70EE24,False,2009-07-14 07:07:30.9943750,2011-04-12 08:32:10.6276261,2011-04-12 08:32:10.6276261,00:00:00
2025-03-10 06:21:12.4348769,C:\Windows\System32\config\SOFTWARE.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SOFTWARE.LOG,1024,8124009E8C53F85E8C64ED8FDAD24F2B9EE88AE8,False,2009-07-14 07:07:30.7912500,2011-04-12 08:32:10.6276261,2011-04-12 08:32:10.6276261,00:00:00
2025-03-10 06:21:12.4348769,C:\Windows\System32\config\SYSTEM.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SYSTEM.LOG,1024,DDB87B3CC0221DA616F7B45A71CD30D4900D17D8,False,2009-07-14 07:07:30.0256250,2011-04-12 08:32:06.9397957,2011-04-12 08:32:06.9397957,00:00:00
2025-03-10 06:21:12.4504769,C:\Windows\System32\config\RegBack\DEFAULT.LOG1,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\RegBack\DEFAULT.LOG1,0,DA39A3EE5E6B4B0D3255BFEF95601890AFD80709,False,2025-02-04 13:29:38.8159731,2025-02-04 13:29:38.8159731,2025-02-04 13:29:38.8159731,00:00:00
2025-03-10 06:21:12.4660769,C:\Windows\System32\config\systemprofile\ntuser.dat,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\systemprofile\ntuser.dat,262144,A1EF4F76D8E7BA1BD7FC599F03FFB9E929B31AE5,False,2009-07-14 05:38:14.9843430,2025-02-05 01:00:19.2397998,2025-02-05 01:01:05.8128339,00:00:00
2025-03-10 06:21:12.4660769,C:\Windows\System32\config\systemprofile\ntuser.dat.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\systemprofile\ntuser.dat.LOG,1024,51F01717BB912A40A3FD72E268786471F90E69A6,False,2009-07-14 07:07:33.5412500,2011-04-12 08:19:15.7047532,2011-04-12 08:19:15.7047532,00:00:00
2025-03-10 06:21:12.4660769,C:\Windows\System32\config\systemprofile\ntuser.dat.LOG1,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\systemprofile\ntuser.dat.LOG1,9216,9B83C91E1FD8B7EC80D6F2FC42EBDD9EFB0183E1,False,2009-07-14 05:38:14.9843430,2025-02-05 01:01:05.8128339,2009-07-14 05:38:14.9843430,00:00:00
2025-03-10 06:21:12.4816770,C:\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\ServiceProfiles\LocalService\NTUSER.DAT.LOG,1024,766383F444627F38A202DBA169328878173417F1,False,2009-07-14 07:07:33.5256250,2011-04-12 08:19:15.7047532,2011-04-12 08:19:15.7047532,00:00:00
2025-03-10 06:21:12.4816770,C:\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\ServiceProfiles\NetworkService\NTUSER.DAT.LOG,1024,F61C1F87B99B5F0E0602BA000A5730255A70616D,False,2009-07-14 07:07:33.5412500,2011-04-12 08:19:15.7047532,2011-04-12 08:19:15.7047532,00:00:00
2025-03-10 06:21:12.4972770,C:\Users\Default\NTUSER.DAT,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Users\Default\NTUSER.DAT,262144,7520428E158E63A17628A90D9EF8B478B5440AF9,False,2009-07-14 02:34:08.0727649,2025-02-05 01:00:21.6734041,2025-02-05 01:01:05.8752340,00:00:00
2025-03-10 06:21:12.4972770,C:\users\Default\NTUSER.DAT.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\users\Default\NTUSER.DAT.LOG,1024,452E3C1A71542E57F2B2644E11FAA2AFCDD75411,False,2009-07-14 07:07:31.0568750,2011-04-12 08:32:10.6432525,2011-04-12 08:32:10.6432525,00:00:00
2025-03-10 06:21:12.5128770,C:\users\Default\NTUSER.DAT.LOG1,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\users\Default\NTUSER.DAT.LOG1,189440,5EF84C0C67869A441128158A2B634FFB544EE46A,False,2009-07-14 02:34:08.0727649,2025-02-05 01:01:05.8752340,2009-07-14 02:34:08.0727649,00:00:00.0156000
2025-03-10 06:21:12.5128770,C:\Windows\System32\config\DEFAULT.LOG,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\DEFAULT.LOG,1024,9082CDFE393386A0F46F1BD16471CE57577A0F1D,False,2009-07-14 07:07:31.0412500,2011-04-12 08:32:10.6432525,2011-04-12 08:32:10.6432525,00:00:00
2025-03-10 06:21:12.5284770,C:\Windows\System32\config\SAM.LOG1,C:\Users\mrkdqp\Desktop\noice\Artifact-Acquisition-and-Parser\ExtractedFiles\2025-03-10_14-20-52\C\Windows\System32\config\SAM.LOG1,21504,CF695428849FFCE749F8ED2D5E326E9A08DDBB1D,True,2009-07-14 02:34:08.0883646,2025-03-10 06:00:31.6729978,2009-07-14 02:34:08.0883646,00:00:00
